VIX,GTITL2YR,GTITL10YR,GTITL30YR,EONIA,XAU BGNL
20.956721299781684,2.700173228416338,2.757880168976428,2.710679743604584,0.0165096874557525,1233.1503564235218
20.523822567035552,2.9671747124533336,2.723015270921839,2.5094149613825536,0.0469725913304295,919.0749386274138
22.009102685293307,2.351083175572376,2.602909238626819,2.5186003360377,0.0349146314469919,1307.8258714132958
23.611796609025557,2.8185822749846587,2.516755296708613,2.7418175930312354,0.063577825788348,1740.7904680082397
21.6525815901239,2.632090413538768,2.876481248809798,2.7696419517274293,0.0174990745257365,871.6459264465976
22.060901791212803,2.727900703931145,2.875926532211955,2.7734386643299027,0.1043242202747898,871.654047067452
24.91098332237653,2.7671515407293947,3.049610871612242,3.0601111132700094,0.1073504601063795,1768.5798933594908
24.204302727182213,2.7706802263695742,3.055865225852175,3.16871180266939,0.0882653749435572,1367.055180276448
22.91179603670766,3.016077904839153,3.2071064436589265,3.052390569464274,0.151575290122891,755.2505677920212
24.64498522805758,2.890842164867984,2.9210188669435397,3.38153574919888,0.1713636979866913,1255.826822280987
23.63720864624245,3.170946199106325,3.380989798049181,2.913729451227045,0.0890100745000316,758.2463519960036
23.969753627088544,3.1560802415970994,3.191282791210638,3.1509850450707333,0.1284121143423246,757.1027518569889
25.24451511765781,3.1657652272658776,3.6514098265853088,3.0939990406161906,0.1366786691767303,1107.1440280635054
22.632725931506187,3.0739242214145106,3.097927149444716,2.910076047428809,0.1385326384392666,41.10991418714366
23.167908576200464,3.1847163873384554,3.671143975358097,3.305003259970248,0.2097889001935028,134.2784349484076
24.99879842643412,3.498376082129788,3.378187383041791,3.335418711379736,0.179844605589791,709.3429837333751
24.628394731866443,3.482313845529497,3.2316813630926102,3.694653178061301,0.183654494045329,486.4934276957102
26.63715950127784,3.2109917076890047,3.302913698093391,3.551286926839857,0.1267214151715945,1142.897935292385
25.177936105638395,3.4618097494880598,3.369492331665348,3.25131711033588,0.2269698961467857,538.3334801744495
24.66456646671469,3.6215347195697714,3.558650333429889,3.846724617055892,0.1638862895925235,288.9048056731218
28.696120230580696,3.145287269934319,3.603184912037981,3.742187745162089,0.2145259845340282,1712.4084199132171
26.528371531049235,3.618425569118104,3.383401076851351,3.632746058944483,0.2254993350966584,875.7894262354522
27.016305735595708,3.3842714696628846,3.51776791558465,3.485856322587618,0.2669858452378495,1020.8647975293652
25.065379826743644,3.6479313096423898,4.0,3.3501020627190634,0.1725191800310379,282.74946802091813
26.29363477596599,3.3794185783140938,3.915954748229118,3.4722381037899157,0.111899044910297,718.1991252049943
27.19108365630876,3.166958927320816,3.6367792492509983,3.763709255798977,0.227671172585298,1042.3286905417986
25.47134865288444,3.2012014769432664,3.547687126866504,3.9193608835977622,0.2855437873526515,418.154996450063
27.492675557539435,3.539620874299608,3.5588695967158976,3.84559287560911,0.2641995293076961,1173.29290330081
26.105539861088683,3.5728105406721107,3.6553549600680175,3.4326580607097354,0.2252902348615395,690.3735892074383
26.428710457271155,3.3189802192281093,3.2839196321119286,3.293745483072211,0.1975010109388071,843.1850909313115
25.88968560886093,3.618108249123393,3.431199921845643,3.5260649726136046,0.2411038323304255,689.845369480196
29.0597543169055,3.122736936400705,3.1005016584788336,3.126084780646596,0.173044254838485,1903.644507426177
26.36841508690842,3.4250168133952164,3.523229390566261,3.51583084148914,0.2207533255969819,980.7876965955993
24.762937941845703,3.1598359800723035,3.545858337415609,3.393916945432056,0.2166114935997397,464.2948089070635
27.085396038019717,3.241680751562124,3.264628942706825,3.298776117901325,0.230789267983597,1394.3139850767077
24.08396045301316,3.348907056768286,3.673743084074767,3.039660496574583,0.2856217620683114,383.60549233015615
25.75354255665415,3.12222752979298,3.021958206930469,3.4192584479787205,0.1933126973346946,1090.7726368753322
22.54088520035513,3.177082705327176,2.9244590724323185,3.1702918837720726,0.1532860423710395,18.164378630486908
23.091988378303096,3.4172213892525294,3.243459223675058,2.9995943863766783,0.1626489491568801,330.511393517353
24.832181037814397,3.0427341304960973,3.370942230314273,2.615009225262611,0.0912672708471233,1084.835985111429
25.22665437855828,3.281985970488088,3.4552371960472525,3.12961002532135,0.1209904421441848,1352.7268460007033
24.107500077761344,2.823903731865524,2.93184764831486,3.4347010110708145,0.1218633139609428,1072.2265645256211
23.35254628137111,3.109410752888522,3.2074353242778946,3.3588061455104654,0.1079319721124109,930.261358420639
22.72204326954991,3.2391386413251952,2.902987880592071,2.8829826093363398,0.1221769871862409,838.5307083489504
20.74000324462089,2.3745048432432534,2.8107532711664414,2.796793307577622,0.076610736583218,256.1516678988804
21.36416480891752,2.6580072986332053,2.9761211247071966,2.950327556587349,0.1359596617365635,631.4117098360707
21.30534675683176,2.878392136326471,2.8598455275891,2.599361999788972,0.0846537716942952,759.6208727158055
22.94049423838556,2.6546247235246425,2.307664333149386,2.7961963834583994,0.0732267268624448,1510.3414934923244
21.55605234438117,2.708740225644231,2.904588567689744,2.826563112445984,0.0505303844667907,1157.4255078764074
18.28608308550581,2.443626090996094,2.815333651277033,2.855779782717846,0.0566417859949843,115.42222904486312
20.68094367887285,2.520968079001641,2.3101738072802056,2.530230610606944,0.069445918362805,1147.7633693747052
19.29782075310232,2.4064214461404694,2.464065793200307,2.4473360783609537,-0.0028780532423882,796.992906646001
18.48041258128066,2.6142749055752144,2.4172758484861445,2.2515275675052604,-0.0066308676752045,652.6420529278897
19.801910531318093,2.362482920146918,2.298864238480042,2.200083862531018,-0.0050501018072892,1290.013358000348
19.95409606326061,2.316500929768781,2.055532620004386,2.2583264886161185,-0.0536627153853589,1497.4205840792358
19.41182064027181,2.100255333927969,1.963450848036333,2.316271730083657,-0.0455542145229807,1448.096999833845
16.62055447393213,2.023907245743257,2.039801341128987,2.366012877882512,-0.0438365451490113,572.3668344055138
16.94759618701568,1.9759911945933324,2.2379925815328923,1.9684830773220048,-0.0055378973664687,834.5199625917286
17.435469103047986,2.0886533853525906,2.0401951537535723,2.368344568199624,-0.0376578735650737,1151.3145017243198
17.94155100894984,1.865403352077601,1.7824361025061628,1.9651010943248757,-0.0498644777375836,1469.99152364282
15.626120170089813,1.958348241889936,1.974750054536471,1.96327205192757,-0.0355085317521572,750.4527907631576
15.688678955528305,2.2748468444508942,1.1327508726553686,1.770317365268,-0.0800360084018311,895.6324069814766
14.127928139292685,1.978852791760629,1.951973701073595,1.3912729972132658,-0.0694628786687938,440.244201892816
13.708178074483154,1.6871384204820403,1.27504129866668,2.00351357164961,-0.0952131368844876,395.79155021731515
16.143573203292227,1.9589072036633224,1.529990463708243,1.933426174486848,-0.0893623490040571,1389.3583054539404
16.620300351114167,1.5885573689578654,1.3235742382352695,1.6936751114840944,-0.1268084203315763,1658.292259577594
14.45443127158557,1.217253567854363,1.247425062890266,1.7280921168721393,-0.2,951.8458287240355
15.694232186845426,1.3966709681738707,1.7476378029519588,1.7857982383402522,-0.1226355069086158,1483.8349394938073
14.637113680195846,1.1902809477684206,1.3624958886340794,1.3457801557043654,-0.0715830955183185,1166.3375075845665
