VIX,GTITL2YR,GTITL10YR,GTITL30YR,EONIA
20.956721299781684,2.700173228416338,2.7578801689764276,2.710679743604584,0.01650968745575257
20.523822567035552,2.9671747124533336,2.723015270921839,2.5094149613825536,0.0469725913304295
22.009102685293307,2.3510831755723762,2.602909238626819,2.5186003360377,0.034914631446991945
23.611796609025554,2.8185822749846587,2.516755296708613,2.7418175930312354,0.06357782578834803
21.6525815901239,2.632090413538768,2.876481248809798,2.7696419517274293,0.017499074525736596
22.060901791212803,2.727900703931145,2.875926532211955,2.7734386643299027,0.10432422027478988
24.910983322376534,2.7671515407293947,3.049610871612242,3.0601111132700094,0.1073504601063795
24.204302727182213,2.7706802263695742,3.055865225852175,3.16871180266939,0.08826537494355724
22.91179603670766,3.016077904839153,3.2071064436589265,3.052390569464274,0.15157529012289106
24.64498522805758,2.890842164867984,2.9210188669435393,3.3815357491988802,0.17136369798669138
23.63720864624245,3.1709461991063255,3.380989798049181,2.9137294512270455,0.08901007450003168
23.969753627088544,3.1560802415970994,3.191282791210638,3.1509850450707333,0.12841211434232463
25.24451511765781,3.1657652272658776,3.6514098265853088,3.0939990406161906,0.13667866917673033
22.632725931506187,3.0739242214145106,3.0979271494447156,2.9100760474288094,0.1385326384392666
23.167908576200464,3.1847163873384554,3.6711439753580972,3.305003259970248,0.20978890019350288
24.99879842643412,3.498376082129788,3.378187383041791,3.3354187113797353,0.17984460558979104
24.628394731866443,3.482313845529497,3.2316813630926102,3.6946531780613006,0.18365449404532902
26.637159501277836,3.2109917076890047,3.302913698093391,3.551286926839857,0.12672141517159458
25.177936105638395,3.4618097494880593,3.3694923316653473,3.25131711033588,0.22696989614678575
24.66456646671469,3.6215347195697714,3.558650333429889,3.8467246170558917,0.16388628959252355
28.696120230580696,3.145287269934319,3.6031849120379813,3.7421877451620893,0.2145259845340282
26.528371531049235,3.6184255691181035,3.383401076851351,3.632746058944483,0.22549933509665848
27.016305735595708,3.3842714696628846,3.51776791558465,3.485856322587618,0.2669858452378495
25.065379826743644,3.6479313096423898,4.0,3.3501020627190634,0.17251918003103794
26.29363477596599,3.3794185783140938,3.915954748229118,3.4722381037899153,0.11189904491029706
27.191083656308756,3.166958927320816,3.6367792492509983,3.763709255798977,0.227671172585298
25.471348652884437,3.2012014769432664,3.5476871268665042,3.9193608835977627,0.2855437873526515
27.492675557539435,3.539620874299608,3.5588695967158976,3.84559287560911,0.2641995293076961
26.105539861088683,3.5728105406721107,3.6553549600680175,3.4326580607097354,0.22529023486153954
26.428710457271155,3.3189802192281093,3.2839196321119286,3.293745483072211,0.19750101093880718
25.889685608860926,3.6181082491233933,3.431199921845643,3.5260649726136046,0.24110383233042554
29.0597543169055,3.122736936400705,3.1005016584788336,3.126084780646596,0.17304425483848507
26.36841508690842,3.4250168133952164,3.523229390566261,3.51583084148914,0.2207533255969819
24.762937941845706,3.1598359800723035,3.545858337415609,3.3939169454320557,0.21661149359973975
27.085396038019713,3.241680751562124,3.264628942706825,3.298776117901325,0.23078926798359706
24.083960453013162,3.348907056768286,3.6737430840747667,3.039660496574583,0.28562176206831147
25.75354255665415,3.12222752979298,3.021958206930469,3.4192584479787205,0.19331269733469464
22.540885200355135,3.177082705327176,2.9244590724323185,3.1702918837720726,0.1532860423710395
23.091988378303096,3.4172213892525294,3.243459223675058,2.9995943863766783,0.1626489491568801
24.832181037814394,3.0427341304960973,3.370942230314273,2.615009225262611,0.09126727084712333
25.22665437855828,3.281985970488088,3.4552371960472525,3.12961002532135,0.1209904421441848
24.107500077761344,2.8239037318655233,2.93184764831486,3.4347010110708145,0.12186331396094285
